appid,action,adventure,fps,moba,platformer,puzzle,rpg,rts,sandbox,sports,survival
352360,0,54,0,0,0,0,0,0,0,0,0
352370,22,0,0,0,0,0,0,0,0,0,0
352380,0,0,0,0,0,0,0,0,0,0,0
352400,133,145,0,0,0,39,0,0,0,0,0
352430,0,0,0,0,0,0,0,0,28,0,0
352440,0,25,0,0,0,0,25,0,0,0,0
352460,142,83,14,0,0,0,0,0,0,0,115
352520,23,112,0,0,0,64,0,0,0,0,18
352530,0,0,0,0,0,0,0,0,0,0,0
352550,0,0,0,0,0,0,20,0,0,0,0
352580,0,38,0,0,0,0,0,0,0,0,0
352610,0,0,0,0,0,0,0,0,0,0,0
352620,27,0,0,0,0,0,0,0,0,0,0
352640,21,23,0,0,0,0,22,0,0,0,0
352700,34,0,0,0,0,0,0,0,0,0,0
352720,0,0,0,0,0,0,0,37,120,0,79
352740,0,36,0,0,0,0,0,0,0,0,0
352750,0,0,0,0,0,0,0,0,0,0,0
352760,24,0,0,0,0,0,0,0,0,0,0
352780,0,42,0,0,0,0,0,0,0,0,0
352790,34,0,21,0,0,0,0,0,0,0,0
352810,0,22,0,0,0,0,0,0,0,0,0
352850,22,22,0,0,0,0,0,0,0,0,0
352890,0,41,0,0,0,0,0,0,0,0,0
352900,35,0,0,0,14,0,0,0,0,0,0
352950,64,63,16,0,0,0,0,0,67,0,148
352960,24,0,0,0,0,0,0,0,0,0,0
353070,0,25,0,0,0,16,0,0,0,0,0
353080,0,21,0,0,0,11,0,0,0,0,0
353090,32,0,0,0,0,0,0,0,0,0,0
353110,0,23,0,0,0,0,0,0,0,0,0
353130,106,36,26,15,0,0,0,0,0,0,13
353190,35,29,0,0,0,0,0,0,0,0,0
353260,21,0,0,0,0,0,0,0,0,0,0
353270,38,49,0,0,0,0,134,0,0,0,0
353280,0,0,0,0,0,0,0,0,0,0,0
353300,0,0,0,0,0,0,0,0,0,0,0
353330,0,0,0,0,0,0,0,0,0,0,0
353340,34,0,0,0,0,0,0,0,0,0,0
353360,0,0,0,0,0,0,0,0,0,0,0
353540,0,0,0,0,0,53,0,0,0,0,0
353550,0,26,0,0,0,14,0,0,0,0,0
353560,21,54,0,0,0,40,0,0,0,0,0
353580,24,25,0,0,14,0,0,0,0,0,0
353600,0,22,0,0,0,0,21,0,0,0,0
353610,0,0,0,0,0,0,0,0,0,0,0
353630,0,0,0,0,0,0,0,0,0,0,0
353640,39,0,0,0,0,82,0,0,41,0,0
353700,48,43,0,0,0,0,0,0,0,0,0
353790,0,36,0,0,0,0,0,0,0,0,0
353890,13,0,0,0,0,0,0,0,0,24,0
353940,23,0,0,0,0,0,0,0,0,0,0
353980,0,29,0,0,0,11,0,0,0,0,0
353990,22,22,0,0,0,0,5,0,0,0,0
354030,32,33,0,0,14,0,0,0,0,0,0
354040,31,0,0,0,0,0,0,0,0,0,0
354050,21,0,0,0,0,0,0,0,0,0,0
354140,282,0,0,0,0,0,0,0,0,0,563
354160,0,0,0,0,0,0,0,0,0,0,0
354180,0,24,0,0,0,0,0,0,0,0,0
354200,39,60,0,0,0,0,63,0,8,0,0
354230,0,0,0,0,0,0,0,0,0,0,0
354240,0,0,0,0,0,93,0,0,0,0,0
354280,22,0,0,0,0,0,0,0,0,0,0
354290,37,0,0,0,0,0,0,0,0,0,0
354310,0,10,0,0,0,13,0,0,0,0,0
354380,88,80,0,0,65,0,0,0,0,0,0
354400,23,24,0,0,0,0,0,0,0,0,0
354430,54,0,0,0,0,0,0,0,0,0,0
354560,0,0,0,0,0,0,0,0,0,0,0
354600,0,0,0,0,0,0,0,0,0,0,0
354620,24,0,0,0,0,0,0,0,0,0,0
354640,9,0,0,0,0,0,0,9,0,0,0
354650,0,32,0,0,0,22,0,0,0,0,0
354680,0,40,0,0,0,0,0,0,0,0,0
354690,0,23,0,0,0,0,0,0,0,0,0
354720,0,22,0,0,0,0,0,0,0,0,0
354730,0,0,0,0,0,0,25,0,0,0,0
354740,0,0,0,0,0,0,34,0,0,0,0
354770,0,32,0,0,0,0,34,0,0,0,0
354810,0,0,0,0,0,0,0,0,0,0,0
354820,0,0,0,0,0,0,0,0,0,0,0
354860,0,38,0,0,0,0,38,0,0,0,0
354920,0,0,0,0,0,0,0,0,0,0,0
354930,0,23,0,0,17,0,0,0,0,0,0
354950,0,22,0,0,0,0,0,0,0,0,0
354960,23,23,0,0,8,0,0,0,0,0,0
354970,24,23,0,0,15,0,0,0,0,0,0
355000,0,0,0,0,0,0,0,0,0,0,0
355010,0,0,0,0,0,0,0,0,0,21,0
355020,22,22,0,0,0,0,0,0,0,0,0
355050,42,0,0,0,0,0,0,0,0,0,0
355060,0,0,0,0,0,0,0,0,0,45,0
355070,48,0,0,0,0,0,0,0,0,0,8
355080,21,0,0,0,0,0,0,0,0,0,0
355090,0,0,0,0,0,0,0,0,0,0,0
355100,0,0,0,0,0,0,22,0,0,0,0
355120,0,0,0,0,0,0,0,0,0,0,0
355130,0,0,0,0,0,0,0,0,0,37,0
355140,21,22,0,0,13,0,0,0,0,0,0
355170,0,29,0,0,0,0,0,0,0,0,0
355180,271,130,425,0,0,0,0,0,0,0,447
355190,31,0,0,0,0,0,0,0,0,0,0
355230,21,21,0,0,0,0,0,0,0,0,0
355240,37,0,0,0,0,0,0,0,12,0,12
355250,52,0,0,0,0,0,0,0,0,0,0
355270,0,26,0,0,0,0,0,0,0,0,0
355280,0,0,0,0,0,5,0,0,0,0,0
355310,23,0,0,0,5,0,0,0,0,0,0
355330,0,0,0,0,0,0,0,0,0,0,0
355350,43,0,0,0,0,0,0,0,0,0,0
355370,0,31,0,0,0,13,29,0,0,0,0
355380,0,0,0,0,0,0,0,0,0,0,0
355400,75,0,0,0,0,0,0,0,0,0,0
355410,32,0,0,0,0,0,0,0,0,0,0
355420,0,34,0,0,0,0,50,0,0,0,0
355430,21,22,0,0,0,0,22,0,0,0,0
355460,0,21,0,0,0,0,0,0,0,0,0
355490,0,0,0,0,0,0,0,0,0,0,0
355500,0,0,0,0,0,0,0,0,0,0,0
355510,0,0,0,0,0,5,0,0,0,0,0
355520,0,27,0,0,0,0,35,0,0,0,0
355530,0,33,0,0,0,0,42,0,0,0,0
355560,24,22,0,0,0,0,0,0,0,0,0
355570,0,21,0,0,0,0,21,0,0,0,0
355630,0,53,0,0,41,0,0,0,0,0,0
355650,0,0,0,0,0,0,0,0,0,0,0
355670,0,0,0,0,0,5,0,0,0,0,0
355690,23,21,0,0,0,0,0,0,0,0,0
355760,0,38,0,0,0,0,0,0,0,0,0
355790,78,87,0,0,0,0,22,0,0,0,0
355800,0,0,0,0,0,0,0,0,0,0,0
355810,32,0,0,0,0,0,0,8,0,0,0
355820,31,0,0,0,23,0,0,0,0,21,0
355840,616,223,936,0,0,0,221,0,0,0,1139
355860,23,30,0,0,0,0,0,0,0,0,0
355910,0,0,0,0,0,0,0,0,0,0,0
355920,0,0,0,0,0,17,0,0,0,0,0
355970,0,30,0,0,0,0,0,0,0,0,0
355980,0,0,0,0,0,0,0,0,0,0,0
356000,0,0,0,0,0,0,23,0,0,0,0
356040,0,44,0,0,0,0,120,0,0,0,290
356050,0,45,0,0,0,0,0,0,0,0,0
356070,27,0,0,0,17,0,0,0,0,0,0
356090,0,21,0,0,0,25,0,0,0,0,0
356100,0,0,0,0,0,0,0,0,0,0,0
356110,0,0,0,0,16,0,0,0,0,0,0
356130,7,0,0,0,0,0,0,19,0,0,0
356160,0,26,0,0,0,0,0,0,0,0,0
356170,34,22,0,0,0,23,0,0,0,0,0
356180,0,44,0,0,0,0,0,0,0,0,0
356190,440,352,0,0,0,0,378,0,0,0,0
356210,0,25,0,0,0,0,0,0,0,0,0
356250,0,22,0,0,0,0,0,0,0,0,0
356260,0,0,0,0,0,0,0,13,0,0,0
356270,0,0,0,0,0,0,0,9,0,0,0
356280,0,0,0,0,0,0,23,8,0,0,0
356290,0,0,0,0,0,0,0,0,0,0,0
356310,67,17,0,0,0,0,0,0,0,0,0
356370,9,0,0,0,0,0,0,0,0,77,0
356380,0,20,0,0,0,0,0,0,0,0,0
356390,0,42,0,0,0,0,0,0,0,0,0
356400,58,0,0,0,0,0,0,0,0,0,0
356420,0,0,0,0,0,0,0,33,0,0,0
356430,0,0,0,0,0,0,0,0,0,0,0
356450,0,0,0,0,0,0,0,0,0,0,0
356460,23,0,0,0,0,0,0,0,0,0,0
356500,44,0,0,0,0,0,0,55,0,0,0
356510,38,0,0,0,0,0,0,0,0,42,0
356520,0,53,0,0,0,0,0,0,0,0,0
356530,0,33,0,0,0,0,0,0,0,0,0
356540,0,23,0,0,0,0,0,0,0,0,0
356550,0,21,0,0,0,0,0,0,0,0,0
356560,0,22,0,0,0,0,0,0,0,0,0
356570,78,0,0,0,0,0,0,0,0,0,0
356580,30,0,0,0,12,0,0,0,0,0,0
356650,67,54,0,0,42,0,77,0,0,0,0
356670,75,123,0,0,0,0,0,0,0,0,65
356710,0,0,0,0,0,0,0,0,0,0,0
356730,0,33,0,0,0,0,32,0,0,0,0
356770,0,23,0,0,0,0,0,0,0,0,0
356790,47,0,0,0,0,32,0,0,0,0,0
356800,0,0,0,0,0,0,21,0,0,0,0
356870,22,21,0,0,0,0,21,0,0,0,0
356880,0,0,0,0,10,0,0,0,0,0,0
356890,23,0,0,0,0,0,0,0,0,0,0
356910,34,0,0,0,0,0,0,0,0,0,0
356940,0,0,0,0,0,0,0,0,0,0,0
357010,24,0,0,0,0,0,0,0,0,0,0
357030,33,0,0,0,0,0,0,0,0,0,0
357070,57,0,0,0,0,0,0,0,0,0,0
357120,25,0,0,0,0,0,0,0,0,0,0
357190,58,0,0,0,0,0,0,0,0,0,0
357200,0,20,0,0,0,0,20,0,0,0,0
357290,27,24,7,0,0,0,0,0,0,0,0
357300,0,0,0,0,0,53,0,0,0,0,0
357310,0,7,0,0,0,0,0,0,16,0,11
357320,33,0,0,0,0,0,0,0,0,0,0
357330,34,0,23,0,0,0,0,0,0,0,0
357340,50,40,0,0,34,0,0,0,0,0,0
357370,0,14,0,0,0,0,0,0,0,0,0
357480,0,0,0,0,0,85,0,0,0,0,0
357490,0,32,0,0,0,0,0,0,0,0,0
357500,30,0,0,0,0,0,0,0,0,0,0
357600,0,0,0,0,0,24,0,0,0,0,0
357650,24,27,0,0,0,0,0,0,7,0,31
357670,0,0,0,0,0,0,0,0,7,0,0
357690,22,0,5,0,0,0,0,0,0,0,0
357700,21,0,0,0,0,0,0,0,0,0,0
357720,23,0,0,0,13,0,0,0,0,0,0
357730,0,0,0,0,0,0,0,0,0,0,0
357750,23,23,0,0,0,0,0,0,0,0,0
357770,24,30,9,0,0,0,0,0,0,0,32
357780,27,0,0,0,0,0,0,0,0,0,0
357830,21,0,0,0,0,0,0,0,0,0,0
357840,24,0,0,0,0,0,0,0,0,0,0
357890,31,0,0,0,0,0,0,0,0,0,0
357900,0,23,0,0,0,0,0,0,0,0,0
357910,20,22,0,0,0,0,24,0,0,0,0
357920,26,0,0,0,0,0,0,0,0,0,0
357930,0,0,0,0,0,0,0,0,0,0,0
357940,0,0,0,0,0,0,26,0,0,0,0
358000,25,21,0,0,0,0,0,0,0,0,0
358030,0,0,0,0,0,0,24,0,0,0,0
358070,0,0,0,0,0,0,0,0,12,0,0
358080,29,24,0,0,0,0,24,0,0,0,0
358090,0,93,0,0,0,0,0,0,0,0,0
358130,0,84,0,0,0,0,45,0,0,0,43
358170,25,26,0,0,7,0,0,0,0,0,0
358180,31,0,0,0,10,0,0,0,0,0,0
358190,26,0,8,0,0,0,0,0,0,0,0
358200,0,24,0,0,6,0,0,0,0,0,0
358210,26,0,0,0,5,0,0,0,0,0,0
358220,25,25,0,0,0,0,0,0,0,0,0
358230,25,24,0,0,0,5,0,0,0,0,0
358240,27,26,0,0,8,0,0,0,0,0,0
358250,47,47,0,0,30,0,0,0,0,0,0
358260,24,0,0,0,9,0,0,0,0,0,0
358270,5,0,0,0,0,0,0,0,0,0,0
358280,26,0,0,0,7,0,0,0,0,0,0
358290,26,23,0,0,10,0,0,0,0,0,0
358300,29,0,0,0,0,0,0,0,0,0,0
358310,25,0,9,0,0,0,0,0,0,0,0
358320,26,24,0,0,7,0,0,0,0,0,0
358330,0,24,0,0,8,0,0,0,0,0,0
358340,27,26,0,0,0,0,0,0,0,0,0
358350,24,0,0,0,8,0,0,0,0,0,0
358360,25,0,0,0,0,0,0,0,0,0,0
358370,53,0,0,0,0,0,0,0,0,0,0
358380,26,0,0,0,0,0,0,0,0,0,0
358390,28,0,0,0,0,0,0,0,0,0,0
358400,28,0,14,0,0,0,0,0,0,0,0
358410,28,0,10,0,0,0,0,0,0,0,0
358420,25,0,0,0,0,0,0,0,0,0,0
358440,26,0,0,0,6,0,0,0,0,0,0
358460,0,11,0,0,0,0,0,0,0,0,0
358610,26,0,0,0,0,0,0,0,0,0,0
358650,23,0,0,0,0,0,0,0,0,0,0
358700,0,0,0,0,0,0,0,0,12,0,0
358750,0,0,0,0,0,0,44,0,0,0,0
358760,0,21,0,0,0,0,0,0,0,0,0
358770,0,0,0,0,0,0,0,0,0,0,0
358810,26,23,0,0,17,0,0,0,0,0,0
358830,40,0,0,0,0,0,32,0,0,0,0
358840,22,0,0,0,5,0,0,0,0,0,0
358960,30,0,0,0,13,0,0,0,0,0,0
359040,0,30,0,0,0,0,0,0,0,0,0
359050,81,0,0,0,0,10,0,0,0,0,0
359060,23,0,0,0,0,0,0,0,0,0,0
359070,0,23,0,0,0,0,0,0,0,0,0
359090,22,0,0,0,0,0,0,0,0,0,0
359100,38,39,0,0,0,31,0,0,0,0,0
359140,40,37,0,0,0,0,0,0,0,0,0
359160,23,0,0,0,0,0,0,0,0,0,0
359190,0,30,0,0,0,7,0,0,0,0,0
359220,0,0,0,0,0,0,0,0,0,0,0
359230,0,0,0,0,0,11,0,0,48,0,0
359250,0,24,0,0,0,0,0,0,0,0,0
359260,0,22,0,0,0,0,0,0,0,0,0
359280,35,34,0,0,0,0,34,0,0,0,0
359300,21,21,0,0,0,0,20,0,0,0,0
359310,64,82,0,0,20,22,103,0,0,0,0
359320,375,338,0,0,0,0,248,0,345,0,0
359340,0,0,0,0,0,7,0,0,0,17,0
359350,0,81,0,0,49,0,0,0,0,0,0
359370,0,0,0,0,0,0,0,0,0,0,0
359390,0,46,0,0,0,0,0,0,0,0,0
359400,0,27,0,0,0,0,24,0,0,0,0
359420,0,23,0,0,0,0,0,0,0,0,0
359440,0,0,0,0,0,0,49,0,0,0,0
359450,46,0,0,0,0,0,0,0,0,0,0
359550,2220,0,3150,0,0,0,0,0,0,0,0
359560,0,32,0,0,0,13,0,0,0,0,0
359580,28,44,0,0,0,0,0,0,0,0,0
359600,39,34,0,0,10,0,0,0,0,0,0
359610,46,44,0,0,29,0,0,0,0,0,0
359620,0,23,0,0,0,0,0,0,0,0,0
359630,22,0,0,0,0,0,0,0,0,0,0
359650,22,28,0,0,0,0,0,0,0,0,0
359670,0,34,0,0,0,0,39,0,0,0,0
359800,89,0,0,0,0,0,0,0,0,141,0
359810,0,27,0,0,0,23,0,0,0,0,0
359840,40,0,0,0,7,25,0,0,0,0,0
359870,51,183,0,0,0,13,313,0,0,17,0
359900,51,45,0,0,0,0,66,0,0,0,0
359920,0,0,0,0,0,0,26,0,0,0,0
359940,26,28,0,0,0,0,0,0,0,0,22
359960,42,0,0,0,21,0,0,0,0,0,0
360010,0,0,0,0,0,0,23,0,0,0,0
360030,0,0,0,0,0,0,22,0,0,0,0
360040,0,0,0,0,0,10,20,0,0,0,0
360150,73,67,0,0,0,0,53,0,0,0,105
360170,131,115,0,0,0,0,125,0,0,0,294
360380,0,23,0,0,0,33,0,0,0,0,0
360390,0,0,0,0,0,0,0,18,0,0,0
360400,0,0,0,0,0,0,0,0,0,0,0
360430,727,337,65,0,0,0,0,0,157,0,0
360450,38,0,0,0,0,0,0,0,0,0,0
360510,23,25,0,0,0,0,0,0,0,0,33
360520,21,0,0,0,0,0,0,0,0,0,0
360530,31,0,0,0,0,0,0,0,0,0,0
360550,0,0,0,0,0,0,0,0,0,0,0
360580,32,0,0,0,0,0,0,0,9,0,0
360590,27,27,0,0,0,0,24,0,0,0,0
360600,21,0,0,0,0,0,0,0,0,0,0
360620,29,0,0,13,0,0,0,0,0,0,0
360640,0,0,0,0,0,7,0,0,0,0,0
360650,0,0,0,0,0,6,0,0,0,0,0
360680,22,22,0,0,0,0,0,0,0,0,0
360720,0,0,0,0,0,5,0,0,0,0,0
360730,0,0,0,0,0,0,0,0,0,0,0
360740,66,33,0,0,79,0,0,0,0,0,0
360750,21,0,0,0,0,0,0,0,0,0,0
360830,142,282,0,0,212,0,0,0,0,0,0
360840,0,24,0,0,0,0,0,0,0,0,0
360850,0,0,0,0,0,15,0,0,0,0,0
360870,0,0,0,0,0,0,0,0,0,0,0
360880,0,21,0,0,0,0,0,0,0,0,15
360890,16,26,0,0,0,0,0,0,0,0,0
360940,97,0,0,0,0,0,0,0,0,0,0
360970,24,25,0,0,0,0,0,0,0,0,0
360990,0,0,0,0,0,0,0,0,0,0,0
361020,0,0,0,0,0,0,0,0,0,0,0
361040,0,0,0,0,0,0,50,0,0,0,0
361100,21,0,0,0,0,0,0,0,0,0,0
361110,22,22,0,0,0,0,0,0,0,0,0
361130,0,0,0,0,0,0,25,0,0,0,0
361160,0,0,0,0,0,0,0,0,0,0,0
361190,26,0,0,0,0,0,0,0,0,0,0
361200,0,38,0,0,0,0,0,0,0,0,0
361230,44,22,0,0,6,0,42,0,0,0,0
361250,21,0,0,0,0,0,0,0,0,0,0
361280,0,0,0,0,0,0,0,0,0,0,0
361300,104,0,0,0,0,0,0,0,0,0,0
361320,0,0,0,0,0,0,0,0,0,0,0
361330,24,24,0,0,0,0,22,0,0,0,20
361350,35,0,0,0,18,0,0,0,0,0,0
361360,0,31,0,0,0,6,0,0,0,0,0
361370,22,0,0,0,0,0,0,0,0,21,0
361380,0,0,0,0,0,0,0,15,0,0,0
361420,0,983,0,0,0,0,0,0,1148,0,1517
361430,0,0,0,0,0,0,0,0,16,0,0
361550,0,76,0,0,0,42,0,0,0,0,0
361560,23,0,0,0,0,0,0,0,0,0,0
361600,21,22,0,0,8,0,0,0,0,0,0
361620,0,0,0,0,0,0,0,0,0,0,0
361630,50,0,0,0,0,0,0,0,0,0,0
361670,54,0,0,0,0,0,0,0,0,0,0
361680,21,0,0,0,0,0,0,0,0,0,0
361690,56,0,0,0,0,0,0,0,0,0,0
361800,0,100,0,0,0,0,151,0,226,0,302
361830,23,0,0,0,0,0,0,0,0,0,0
361850,0,37,0,0,0,0,0,0,0,0,0
361890,0,0,0,0,0,0,0,6,0,0,0
361930,0,0,0,0,0,0,0,0,0,0,0
361950,0,32,0,0,0,0,0,0,0,0,0
361970,0,0,0,0,0,0,0,0,0,0,0
361990,0,0,0,0,0,16,0,0,31,0,33
362020,0,23,0,0,0,0,19,0,0,0,0
362030,0,22,0,0,0,0,0,0,0,0,0
362060,0,31,0,0,0,0,0,0,0,0,0
362070,34,0,0,0,0,0,9,0,0,0,0
362090,0,0,0,0,0,0,40,0,0,0,0
362130,0,28,0,0,0,0,31,0,0,0,0
362140,0,24,0,0,0,0,27,0,0,0,0
362150,0,21,0,0,0,0,23,0,0,0,0
362160,0,11,0,0,0,0,34,0,0,0,0
362290,0,25,0,0,0,0,0,0,0,0,0
362300,0,0,0,0,0,0,0,0,0,0,8
362310,21,0,0,0,0,0,21,0,0,0,0
362350,0,0,0,0,0,0,0,0,0,0,0
362370,21,0,0,0,0,0,0,0,0,0,0
362380,23,0,0,0,0,0,0,0,0,25,0
362400,0,0,0,0,0,0,0,0,0,0,0
362410,0,62,0,0,0,41,0,0,0,0,0
362490,80,69,0,0,0,0,120,0,0,0,0
362610,0,0,0,0,0,0,0,0,0,0,0
362620,0,0,0,0,0,0,0,0,52,0,0
362660,0,30,0,0,0,0,0,0,0,0,0
362680,0,237,0,0,0,244,0,0,0,0,0
362740,0,23,0,0,0,0,0,0,0,0,0
362780,0,0,0,0,0,0,0,0,0,0,0
362790,0,0,0,0,0,0,0,0,0,0,0
362800,0,0,0,0,0,0,0,0,0,0,0
362810,25,0,0,0,8,0,0,0,0,0,0
362830,0,0,0,0,0,0,0,0,0,50,0
362860,0,35,0,0,0,0,0,0,0,0,0
362870,0,0,0,0,0,0,8,0,0,0,0
362890,395,228,463,0,0,0,0,0,0,0,0
362920,0,26,0,0,0,0,0,0,0,0,0
362930,273,0,0,0,0,32,0,0,0,197,0
362940,0,36,0,0,0,0,0,0,0,0,0
362960,19,140,0,0,0,0,338,0,0,0,0
363020,0,0,0,0,0,0,0,0,0,0,0
363050,0,0,0,0,0,0,0,0,0,0,0
363060,0,0,0,0,0,0,0,0,0,0,0
363070,0,0,0,0,0,0,0,0,0,0,0
363090,0,0,0,0,0,0,0,0,0,0,0
363110,0,0,0,0,0,0,0,0,0,0,0
363130,78,0,0,0,0,0,37,0,0,0,0
363150,0,0,0,0,0,0,94,0,0,0,0
363180,0,0,0,0,0,0,0,7,0,0,0
363200,21,0,0,0,0,0,0,0,0,0,0
363220,23,0,0,0,10,0,0,0,0,0,0
363240,0,26,0,0,0,0,0,0,0,0,0
363270,24,0,0,0,0,0,0,0,0,0,0
363330,0,41,0,0,0,32,0,0,0,0,0
363360,33,0,0,0,0,0,0,0,30,0,19
363410,0,23,0,0,0,0,0,0,0,0,0
363420,0,0,0,0,0,0,0,0,0,0,0
363430,20,0,0,0,0,0,0,0,12,20,0
363440,92,0,0,0,92,0,0,0,0,0,0
363460,46,5,5,0,0,0,0,0,0,0,0
363490,37,32,0,0,0,0,32,0,0,0,0
363500,0,32,0,0,0,13,0,0,0,0,0
363510,22,31,0,0,0,0,34,0,14,0,0
363520,31,24,0,0,0,0,26,0,0,0,12
363530,0,0,0,0,0,0,0,0,0,22,0
363550,0,0,0,0,0,0,0,0,0,0,0
363580,0,0,0,0,0,6,0,0,0,0,0
363600,0,0,0,0,0,0,16,0,0,0,0
363610,30,0,0,0,0,0,0,0,0,0,0
363620,25,0,0,0,0,0,0,0,0,0,0
363650,11,0,0,0,0,0,0,0,0,0,0
363660,0,0,0,0,0,0,0,0,0,0,0
363670,11,12,0,0,12,18,0,0,0,0,0
363680,13,0,0,0,0,0,0,105,0,0,8
363790,0,0,0,0,15,0,0,0,0,0,0
363840,0,0,0,0,0,0,0,0,0,0,0
363890,0,0,0,0,0,0,67,0,0,0,0
363900,0,0,0,0,0,0,0,0,0,0,0
363920,34,0,0,0,20,0,0,0,0,0,0
363930,47,49,0,0,0,0,77,0,0,0,71
363940,23,0,0,0,0,0,0,0,0,0,0
363950,26,28,0,0,0,0,26,0,0,0,0
363960,0,0,0,0,0,0,21,0,0,0,0
363970,39,92,0,0,0,0,104,0,0,0,0
363980,0,0,0,0,0,0,0,0,0,0,0
364000,0,0,0,0,0,0,0,0,0,0,0
364050,34,34,0,0,0,20,0,0,0,0,0
364060,24,0,0,0,5,0,0,0,0,0,0
364100,23,0,0,0,0,0,0,0,0,0,0
364130,22,0,0,0,0,0,0,0,0,0,0
364190,0,0,0,0,0,0,0,0,0,0,0
364200,0,30,0,0,0,0,40,0,0,0,0
364230,23,48,0,0,0,29,0,0,0,0,0
364240,0,0,0,0,0,0,0,0,0,0,0
364250,24,0,0,0,0,0,0,0,0,0,0
364260,0,21,0,0,0,0,20,0,0,0,0
364270,0,0,0,0,0,0,32,0,0,0,0
364300,0,0,0,0,0,0,0,0,56,0,60
364350,0,37,0,0,0,0,0,0,0,0,0
364360,249,0,0,0,0,0,96,487,0,0,0
364370,21,22,0,0,0,0,0,0,0,0,0
364380,0,0,0,0,0,0,0,0,0,0,0
364390,0,49,0,0,0,0,0,0,0,0,0
364420,92,98,0,0,54,0,113,0,0,0,45
364450,0,0,0,0,0,0,0,0,0,0,0
364470,5,0,0,0,0,0,0,0,0,0,0
364480,0,0,0,0,14,0,0,0,0,0,0
364510,25,0,0,0,0,0,23,0,0,0,0
364630,23,0,0,0,0,0,0,7,0,0,0
364640,0,0,0,0,0,0,25,0,0,0,0
364660,0,0,0,0,0,5,0,0,0,0,0
364670,23,22,0,0,0,0,22,0,0,0,0
364690,24,23,0,0,19,0,0,0,0,0,0
364700,21,0,0,0,0,0,0,0,0,0,0
364710,33,0,0,0,0,0,0,0,0,0,0
364720,25,23,0,0,0,0,0,0,0,0,0
364740,0,0,0,0,0,0,31,0,0,0,0
364750,0,0,0,0,0,0,0,0,0,0,0
364770,22,21,0,0,10,0,0,0,0,0,0
364790,0,23,0,0,0,0,24,0,0,0,0
364800,24,35,0,0,0,0,0,0,0,0,0
364810,24,23,0,0,0,0,0,0,0,0,0
364820,24,0,0,0,0,0,0,0,0,0,0
364830,22,0,0,0,14,0,0,0,0,0,0
364840,25,0,0,0,0,0,0,0,0,0,0
364850,0,20,0,0,0,12,0,0,0,0,0
364880,23,0,0,0,0,0,0,0,0,0,0
364890,32,0,0,0,0,0,0,0,0,0,0
364900,24,0,0,0,9,0,0,0,0,0,0
364910,38,0,16,0,0,16,0,0,0,0,0
364930,0,0,0,0,0,0,0,0,0,0,0
364940,0,0,0,0,0,0,0,0,0,0,0
364970,0,0,0,0,0,0,0,0,0,0,0
364980,0,0,0,0,0,0,0,0,0,0,0
365020,29,27,29,0,0,0,0,0,0,0,0
365050,0,0,0,0,0,0,0,0,0,0,0
365060,24,24,0,0,0,0,23,0,0,0,0
365070,0,29,0,0,0,0,0,0,0,0,0
365080,0,0,0,0,0,0,23,0,0,0,0
365090,24,0,0,0,0,0,0,0,0,0,0
365110,0,0,0,0,0,0,23,0,0,0,0
365120,24,24,0,0,8,0,0,0,0,0,0
365140,0,22,0,0,0,0,0,0,0,0,0
365150,0,23,0,0,0,14,0,0,0,0,0
365160,0,134,0,0,0,43,0,0,0,0,122
365190,0,0,0,0,0,0,0,0,0,0,0
365200,21,0,0,0,0,0,0,0,0,0,0
365210,0,0,0,0,0,0,22,0,0,0,0
365240,0,0,0,0,0,0,0,0,0,0,0
365260,0,0,0,0,0,0,0,0,0,0,0
365270,0,0,0,0,0,0,25,0,0,0,0
365280,0,21,0,0,0,6,0,0,0,0,0
365290,0,0,0,0,0,11,0,0,0,0,0
365300,216,54,146,0,0,60,0,0,0,0,86
365310,22,0,0,0,0,0,0,0,0,0,0
365320,0,0,0,0,0,0,0,0,0,0,0
365330,21,0,0,0,15,0,0,0,0,0,0
365340,21,21,0,0,10,0,0,0,0,0,0
365350,0,27,0,0,0,0,0,0,0,0,0
365360,0,0,0,0,0,0,151,0,82,0,0
365400,23,22,0,0,0,0,21,0,0,0,0
365420,19,18,0,0,0,0,19,0,0,0,0
365430,0,0,0,0,0,0,0,0,0,0,0
365440,0,0,0,0,0,0,0,0,12,0,0
365450,0,27,0,0,0,66,0,0,0,0,0
365460,11,10,0,0,0,0,0,0,0,0,0
365480,0,0,0,0,0,0,33,0,0,0,0
365500,0,0,0,0,0,0,0,0,0,0,0
365510,0,0,0,0,0,5,0,0,0,0,0
365560,0,0,0,0,0,0,0,0,0,0,0
365580,0,7,0,0,0,0,0,0,0,0,0
365590,1278,593,315,0,0,0,1077,0,269,0,954
365620,25,21,0,0,0,0,0,0,0,0,0
365660,29,0,0,0,5,0,0,0,0,33,0
365670,25,0,0,0,0,0,0,0,6,0,0
365680,34,0,0,0,0,0,0,0,0,0,0
365730,0,22,0,0,0,0,0,0,0,0,0
365750,0,0,0,0,0,0,0,0,0,27,0
365760,24,0,7,0,0,0,0,0,0,0,0
365770,34,0,0,0,0,15,0,0,0,0,0
365800,0,0,0,0,0,0,0,0,0,0,0
365810,44,32,0,0,0,0,0,0,0,0,0
365850,34,0,0,0,0,11,0,0,0,0,0
365860,26,0,0,0,0,0,0,0,0,0,0
365870,24,23,0,0,19,0,21,0,0,0,0
