appid,action,adventure,fps,moba,platformer,puzzle,rpg,rts,sandbox,sports,survival
689600,0,0,0,0,0,0,0,0,0,0,0
689610,21,0,0,0,0,0,0,0,0,0,0
689620,31,0,17,0,0,0,0,0,0,0,0
689650,0,24,0,0,0,0,30,0,0,0,0
689680,0,21,0,0,0,0,0,0,0,0,0
689700,0,22,0,0,0,0,0,0,0,0,0
689710,0,0,0,0,0,0,0,0,0,0,0
689740,0,0,0,0,0,13,0,0,0,0,0
689750,0,0,0,0,0,0,0,0,0,0,0
689790,0,0,0,0,0,0,0,0,0,0,0
689820,0,0,0,0,0,0,0,0,0,0,0
689830,22,0,0,0,0,0,0,0,0,0,0
689850,0,0,0,0,0,0,0,0,0,0,0
689880,0,0,0,0,0,12,0,0,0,0,0
689900,0,60,0,0,0,39,0,0,0,0,0
689910,0,0,0,0,0,16,0,0,0,0,0
690000,22,0,0,0,0,0,0,0,0,0,0
690040,28,0,14,0,0,0,0,0,0,0,0
690060,0,0,0,0,0,18,0,0,0,0,0
690080,32,0,0,0,13,0,0,0,0,0,0
690120,0,35,0,0,0,42,0,0,0,0,0
690130,31,0,0,0,0,13,0,0,0,0,0
690140,21,24,0,0,0,0,45,0,0,0,0
690150,34,35,0,0,0,15,0,0,0,0,0
690200,22,0,0,0,0,0,0,0,0,0,0
690220,21,0,0,0,0,0,0,0,0,0,0
690240,20,0,0,0,0,10,0,0,0,0,0
690250,23,0,0,0,13,0,0,0,0,0,0
690260,32,0,0,0,0,0,0,0,0,0,0
690280,0,0,0,0,0,0,0,0,12,0,0
690310,21,0,0,0,0,0,0,0,0,0,0
690350,22,0,0,0,0,0,0,0,0,0,0
690400,21,21,0,0,0,0,0,0,0,0,0
690410,31,0,0,0,11,0,0,0,0,0,0
690440,21,0,0,0,0,0,0,0,0,0,0
690460,34,0,0,9,0,0,0,0,0,0,0
690510,0,15,0,11,0,0,20,0,0,0,64
690530,39,0,0,0,0,0,32,0,0,0,0
690550,31,0,0,0,0,0,0,0,0,0,0
690560,0,0,0,0,0,0,22,0,0,0,0
690570,0,0,0,0,0,0,0,0,0,0,0
690580,32,32,12,0,0,10,0,0,0,0,10
690610,18,28,0,0,37,18,0,0,35,0,0
690620,21,21,0,0,0,0,0,0,0,0,0
690630,0,0,0,0,12,12,0,0,0,0,0
690670,0,29,0,0,0,12,29,0,0,28,0
690690,0,0,0,0,0,0,0,0,0,0,0
690710,21,0,0,0,0,0,0,0,0,0,0
690740,0,0,0,0,0,25,0,0,0,0,0
690770,0,0,0,0,0,0,0,0,0,0,0
690790,0,0,0,0,0,0,0,0,0,32,0
690810,29,0,0,0,0,0,0,0,0,0,0
690820,21,0,0,0,0,0,30,0,0,0,11
690830,0,0,0,0,0,0,0,0,0,0,0
690840,0,0,0,0,0,0,0,0,0,0,0
690850,23,22,0,0,7,0,0,0,0,0,0
690860,21,0,0,0,0,0,0,0,0,0,0
690930,0,0,0,0,0,0,0,0,0,0,0
690950,0,21,0,0,0,0,0,0,0,0,0
691020,90,0,89,0,0,0,0,0,0,0,0
691080,34,0,0,0,0,13,0,0,0,0,0
691130,24,0,0,0,0,0,0,0,0,0,0
691150,0,0,0,0,0,0,0,0,0,0,0
691160,0,0,0,0,0,0,0,0,0,0,0
691190,0,0,0,0,0,0,0,0,0,0,0
691220,32,0,0,0,12,0,0,0,0,0,0
691240,0,22,0,0,0,0,0,0,0,0,0
691250,22,21,0,0,12,0,0,0,0,0,0
691280,60,37,0,0,0,0,40,0,0,0,0
691320,34,0,43,0,0,0,0,0,0,0,0
691390,23,25,0,0,0,0,0,0,8,0,0
691420,0,26,0,0,0,0,0,0,0,0,0
691430,0,0,0,0,0,0,0,0,0,0,0
691450,0,42,0,0,0,0,0,0,0,0,0
691540,37,0,0,0,0,0,0,0,0,0,0
691570,21,0,0,0,0,0,0,0,0,0,0
691580,0,21,0,0,0,0,0,0,0,0,0
691590,21,21,0,0,0,0,12,0,0,0,0
691600,0,22,0,0,0,0,19,0,0,0,0
691620,21,0,0,0,0,0,19,0,0,0,0
691630,43,0,0,0,0,0,39,0,0,0,0
691640,0,21,0,0,0,0,0,0,0,0,0
691650,20,20,0,0,0,10,0,0,0,0,11
691680,0,0,0,0,0,0,0,0,0,0,0
691690,0,47,0,0,0,0,69,0,0,0,0
691700,31,0,0,0,0,0,0,0,0,0,0
691720,31,0,10,0,0,0,0,0,0,0,0
691730,0,0,0,0,0,0,0,0,0,0,0
691750,32,0,0,0,0,0,0,0,0,0,0
691770,0,0,0,0,0,0,0,0,0,0,0
691810,26,25,0,0,0,0,0,0,0,0,0
691830,0,26,0,0,0,0,29,0,0,0,0
691850,0,0,0,0,0,0,0,0,0,0,0
691860,0,0,0,0,0,0,0,0,0,0,0
691890,21,0,0,0,0,0,0,0,0,0,0
691910,0,0,0,0,0,0,0,9,0,0,0
691920,21,21,0,0,0,0,20,0,0,0,0
691930,32,22,0,0,0,0,0,0,0,0,0
691980,0,0,0,0,0,0,20,0,0,0,0
691990,0,0,0,0,0,0,0,0,0,0,0
692030,0,0,0,0,0,0,0,0,0,32,0
692060,0,0,0,0,0,0,0,0,0,0,0
692090,0,0,0,0,0,0,0,0,0,0,0
692100,0,34,0,0,0,0,0,0,0,0,0
692110,31,0,0,0,0,0,0,0,0,0,0
692170,0,0,0,0,0,0,0,0,0,0,0
692180,22,0,0,0,0,0,0,0,0,0,0
692190,0,0,0,0,0,11,0,0,0,0,0
692200,0,0,0,0,0,41,0,0,0,0,0
692260,0,20,0,0,0,0,18,0,0,0,0
692270,0,27,0,0,0,0,0,0,0,0,0
692290,23,22,0,0,0,0,0,0,0,0,0
692310,23,0,0,0,0,0,0,0,0,22,0
692360,0,0,0,0,0,0,0,0,0,0,0
692500,0,0,0,0,0,0,0,0,0,0,0
692530,0,0,0,0,0,0,0,0,0,0,0
692590,32,24,0,0,0,0,0,0,0,0,0
692610,21,0,0,0,0,0,0,0,0,0,0
692630,21,21,0,0,0,0,0,0,0,0,0
692660,0,21,0,0,0,0,19,0,0,0,0
692680,21,0,0,0,0,0,0,0,0,0,0
692690,21,0,0,0,0,0,0,0,0,21,0
692710,21,0,0,0,12,0,0,0,0,0,0
692780,23,22,0,0,0,0,23,0,0,0,0
692790,0,19,0,0,0,0,0,0,0,0,0
692830,21,21,0,0,0,0,0,0,0,0,0
692840,26,22,0,0,0,0,24,0,14,0,0
692850,0,0,0,0,0,0,0,0,0,0,0
692860,0,21,0,0,0,0,0,0,0,0,0
692880,0,0,0,0,0,0,0,0,0,0,0
692920,0,0,0,0,0,0,26,0,0,0,0
692930,23,22,0,0,0,0,0,0,0,0,0
693020,0,0,0,0,0,0,0,0,0,0,0
693030,0,21,0,0,0,13,0,0,0,0,0
693090,53,21,0,0,0,0,42,0,0,0,0
693180,0,23,0,0,0,0,0,0,0,0,0
693190,0,0,0,0,0,0,0,0,0,0,0
693210,0,24,0,0,0,0,0,0,0,0,15
693240,0,32,0,0,0,0,0,0,0,32,0
693250,0,21,0,0,0,0,0,0,0,0,0
693280,21,20,0,0,0,0,0,0,0,0,0
693300,0,0,0,0,0,11,0,0,0,0,0
693310,21,0,0,0,0,0,0,0,0,0,0
693320,0,22,0,0,0,0,20,0,0,0,0
693330,31,21,10,0,0,0,0,0,0,0,0
693360,22,0,0,0,0,0,0,0,0,0,0
693380,22,0,0,0,0,0,0,0,0,0,0
693400,21,21,0,0,0,0,21,0,0,0,0
693430,21,0,0,0,0,0,0,0,0,0,0
693440,22,22,0,0,0,0,0,0,0,0,0
693450,0,0,0,0,0,0,0,0,0,0,0
693500,0,0,0,0,0,0,0,0,0,0,0
693560,22,22,0,0,0,0,0,0,0,0,0
693580,0,0,0,0,0,0,0,0,0,0,0
693650,0,0,0,0,0,0,0,0,0,0,0
693670,36,0,0,0,0,0,0,0,0,0,0
693700,0,0,0,0,0,30,0,0,0,0,0
693710,0,0,0,0,0,0,0,0,0,0,0
693750,32,31,0,0,0,0,11,0,0,0,11
693790,0,0,0,0,0,0,0,0,0,0,0
693810,23,26,0,0,0,0,0,0,0,0,0
693820,0,0,0,0,0,0,0,0,0,0,0
693830,23,22,11,0,0,0,0,0,0,0,0
693880,20,0,0,0,0,10,0,0,0,0,0
693890,0,0,0,0,0,10,0,0,0,0,0
693950,23,0,0,0,0,0,0,0,0,0,0
693960,0,20,0,0,0,0,31,0,0,0,0
693990,0,0,0,0,0,0,0,0,0,0,0
694070,33,32,14,0,0,0,32,0,0,0,0
694090,26,25,0,0,0,0,0,0,0,0,0
694130,0,10,0,0,0,0,0,0,0,0,0
694140,22,0,0,0,0,0,0,0,0,0,0
694150,23,0,0,0,0,0,0,0,0,0,0
694160,21,21,0,0,0,0,0,0,0,0,0
694180,0,21,0,0,0,0,0,0,0,0,0
694370,0,43,0,0,0,0,10,0,0,0,0
694420,0,32,0,0,0,0,0,0,0,0,0
694430,0,32,0,0,0,11,0,0,0,0,0
694440,0,20,0,0,0,0,0,0,0,0,0
694470,0,0,0,0,0,0,0,0,0,0,0
694480,24,0,0,0,0,0,0,0,0,0,0
694490,0,20,0,0,0,0,0,0,0,0,0
694500,24,0,0,0,0,0,0,15,0,0,0
694520,0,0,0,0,0,0,0,0,0,0,0
694550,0,0,0,0,0,0,0,0,0,0,0
694610,0,0,0,0,0,0,0,0,0,0,0
694660,10,0,0,0,0,0,0,0,0,0,10
694670,0,0,0,0,0,0,0,0,0,0,0
694720,29,0,0,0,0,0,0,0,0,0,0
694730,0,0,0,0,0,0,0,0,0,0,0
694760,20,0,0,0,0,0,0,0,0,0,0
694790,0,0,0,0,0,0,0,0,0,0,0
694830,0,0,0,0,11,0,0,0,0,0,0
694870,32,0,12,0,0,0,0,0,0,0,13
694930,31,21,0,0,0,0,0,0,0,0,0
694950,0,23,0,0,0,0,0,0,0,0,0
694960,21,21,0,0,0,0,21,0,0,0,0
694980,0,12,0,0,0,0,0,0,0,0,0
695050,0,0,0,0,0,0,0,0,0,0,0
695100,0,26,0,0,0,0,27,0,0,0,19
695110,0,0,0,0,0,16,0,0,0,0,0
695290,0,0,0,0,0,0,0,0,0,27,0
695320,21,20,0,0,0,0,0,0,0,0,0
695360,25,23,0,0,0,0,23,0,0,0,22
695420,0,0,0,0,0,0,0,0,0,0,0
695450,32,29,0,0,0,0,29,0,0,0,0
695460,0,0,0,0,0,0,0,0,0,0,0
695490,31,0,10,0,0,0,0,0,0,0,0
695510,23,21,0,0,0,0,21,0,0,0,0
695560,22,0,0,0,12,13,0,0,0,0,0
695590,0,0,0,0,0,6,0,0,0,0,0
695600,0,0,0,0,0,0,32,0,0,0,0
695630,0,0,0,0,0,0,36,0,0,0,0
695650,21,0,0,0,0,0,11,0,0,0,0
695660,21,0,0,0,0,0,0,0,0,0,0
695690,0,0,0,0,0,0,0,0,12,0,15
695720,0,40,0,0,0,0,0,0,0,0,0
695760,0,25,0,0,0,0,36,0,0,0,0
695810,23,0,0,0,0,0,0,11,0,0,0
695830,0,0,0,0,0,13,0,0,0,0,0
695880,0,21,0,0,0,0,0,0,0,0,0
695910,21,0,0,0,0,0,0,0,0,0,0
695920,0,23,0,0,0,0,21,0,0,0,0
695940,0,21,0,0,0,0,0,0,0,0,0
695950,0,21,0,0,0,0,0,0,0,0,0
695960,0,21,0,0,0,0,0,0,0,0,0
695970,49,0,0,0,32,0,0,0,0,0,0
695980,0,22,0,0,0,0,0,0,0,0,0
695990,0,21,0,0,0,0,0,0,0,0,0
696000,0,21,0,0,0,0,0,0,0,0,0
696010,0,21,0,0,0,0,0,0,0,0,0
696020,0,21,0,0,0,0,0,0,0,0,0
696040,0,0,0,0,0,0,0,12,0,0,0
696060,21,0,0,0,0,0,0,0,0,0,0
696110,0,0,0,0,0,0,0,0,0,0,0
696140,36,44,0,0,35,0,0,0,0,0,0
696160,0,0,0,0,0,0,0,0,0,0,0
696170,53,0,0,0,0,0,0,0,0,0,0
696180,27,0,0,0,0,0,0,0,0,0,0
696190,0,22,0,0,0,0,0,0,0,0,0
696200,21,21,0,0,11,10,0,0,0,0,0
696250,0,21,0,0,0,0,0,0,0,0,14
696310,0,22,0,0,0,0,0,0,0,0,0
696360,0,0,0,0,0,0,30,0,0,0,0
696370,52,15,0,0,0,0,52,0,0,0,0
696400,12,0,0,0,0,0,0,0,0,0,0
696410,0,0,0,0,0,0,0,14,0,0,0
696430,0,0,0,0,0,0,0,0,0,0,0
696440,0,0,0,0,0,0,31,0,0,0,0
696460,0,0,0,0,0,0,0,0,0,0,0
696470,0,0,0,0,0,0,0,0,0,0,0
696480,0,29,0,0,0,0,0,0,0,0,0
696490,0,0,0,0,0,0,0,0,0,24,0
696500,33,0,13,0,0,0,0,0,0,0,0
696510,31,0,11,0,0,0,19,0,0,0,0
696530,0,37,0,0,0,24,0,0,0,0,0
696540,23,0,12,0,0,0,0,0,0,0,0
696560,21,0,0,0,0,0,0,0,0,0,0
696580,0,21,0,0,0,0,0,0,0,0,0
696590,0,0,0,0,0,0,22,0,0,0,0
696650,11,0,14,0,0,0,0,0,15,0,0
696710,0,22,0,0,0,0,0,0,0,0,0
696730,22,22,0,0,18,0,0,0,0,0,0
696760,0,0,0,0,0,0,0,0,0,0,0
696810,0,11,0,0,0,0,31,0,0,0,0
696840,0,0,0,0,0,0,0,0,0,0,0
696860,21,0,0,0,0,0,0,0,0,0,0
696910,31,0,0,0,0,0,0,0,0,0,0
696930,22,22,0,0,0,0,22,0,0,0,0
696940,23,23,0,0,0,0,0,0,0,0,0
696990,0,23,0,0,0,0,0,0,0,0,0
697000,21,21,0,0,0,0,0,0,0,0,0
697010,33,0,13,0,0,0,0,0,0,0,12
697020,34,0,13,0,0,0,0,0,0,0,13
697130,33,0,0,0,0,0,0,0,0,0,10
697160,23,21,0,0,0,0,20,0,0,0,0
697260,0,20,0,0,5,0,0,0,0,0,0
697360,0,20,0,0,0,0,0,0,0,0,0
697370,31,0,0,0,0,0,0,0,0,0,12
697450,0,0,0,0,0,11,0,0,0,0,0
697490,0,21,0,0,0,0,0,0,0,0,0
697530,0,0,0,0,0,0,0,0,0,0,0
697550,28,0,0,0,0,0,28,0,16,0,17
697580,0,0,0,0,0,0,0,0,0,25,0
697600,21,0,0,0,0,0,0,0,0,0,0
697610,0,0,0,0,0,0,0,0,0,0,0
697630,26,20,0,0,0,0,34,0,0,0,15
697640,0,0,0,0,0,0,0,0,0,0,0
697650,0,23,0,0,0,0,0,0,0,0,0
697660,32,0,0,0,11,0,0,0,0,0,0
697680,0,0,0,0,0,0,0,0,0,0,0
697710,0,0,0,0,0,11,0,0,0,0,0
697730,21,21,0,0,0,0,0,0,0,0,0
697800,20,0,0,0,0,0,0,0,0,0,0
697850,23,21,9,0,0,0,0,0,0,0,0
697860,0,0,0,0,0,0,0,0,0,0,0
697870,31,0,0,0,0,0,0,0,0,10,0
697890,0,21,0,0,0,0,21,0,0,0,0
697910,0,21,0,0,0,0,0,0,0,0,0
697930,22,0,0,0,0,0,0,0,0,0,0
697950,21,0,0,0,0,0,0,0,0,0,0
697960,0,0,0,0,0,0,0,0,0,0,0
697970,22,0,0,0,0,0,0,0,0,0,0
698030,0,0,0,0,0,0,0,0,0,0,0
698040,23,0,0,0,12,0,0,0,0,0,0
698050,0,32,0,0,0,0,11,0,0,0,0
698100,0,0,0,0,0,0,0,0,0,0,0
698110,32,31,0,0,0,0,0,0,0,0,12
698160,22,21,0,0,0,0,0,0,0,0,0
698260,34,35,0,0,0,0,19,0,0,0,25
698300,0,0,0,0,0,24,0,0,0,0,0
698320,22,0,0,0,0,0,0,0,0,0,0
698330,0,19,0,0,0,0,0,0,0,0,0
698410,21,0,0,0,0,0,0,0,0,21,0
698450,0,24,0,0,0,0,0,0,0,0,0
698480,0,0,0,0,0,0,0,0,0,21,0
698500,0,0,0,0,0,0,0,0,0,0,0
698520,0,21,0,0,0,0,0,0,0,0,0
698540,0,0,0,0,0,0,0,0,0,0,0
698570,21,0,0,0,0,0,0,0,0,0,0
698590,22,22,0,0,0,0,20,0,0,0,0
698600,21,0,0,0,0,0,0,0,0,0,0
698610,0,21,0,0,0,0,0,0,0,0,0
698620,0,0,0,0,0,0,0,0,0,24,0
698640,0,0,0,0,0,0,55,0,0,0,0
698650,40,35,0,0,21,0,0,0,0,0,0
698700,0,0,0,0,0,0,0,0,0,0,0
698710,0,43,0,0,0,0,0,0,0,0,0
698720,47,22,0,0,0,0,0,0,0,0,32
698740,38,0,19,0,0,0,0,0,0,0,0
698770,0,20,0,0,0,0,0,0,0,20,0
698780,0,512,0,0,0,0,0,0,0,0,0
698790,35,34,0,0,0,0,0,0,0,0,0
698830,0,0,0,0,0,23,0,0,0,0,0
698870,25,19,0,0,0,0,20,0,0,0,0
698880,21,0,0,0,0,0,0,0,0,0,0
698910,0,21,0,0,0,0,0,0,0,0,0
698950,22,0,0,0,0,0,0,0,0,0,0
698960,21,0,0,0,0,0,0,0,0,0,0
698980,22,22,0,0,0,0,0,0,0,0,0
699010,22,35,0,0,0,0,19,0,0,0,18
699040,11,0,0,0,0,0,11,9,0,0,0
699080,0,31,0,0,0,0,0,0,0,0,0
699100,22,0,0,0,0,0,0,0,0,0,0
699150,32,0,0,0,17,0,0,0,0,0,0
699160,0,0,0,0,0,6,0,0,0,0,0
699170,0,0,0,0,0,0,49,0,0,0,0
699180,0,0,0,0,0,0,0,0,0,0,0
699230,21,0,0,0,0,0,0,0,0,0,0
699240,23,0,0,0,0,0,0,0,0,0,0
699370,0,0,0,0,0,0,0,0,0,0,0
699390,31,0,0,0,0,0,0,0,0,0,0
699410,0,21,0,0,0,0,0,0,0,0,0
699460,45,0,0,0,0,0,0,0,0,0,0
699470,21,21,0,0,0,0,21,0,0,0,0
699480,22,22,0,0,0,0,22,0,0,0,0
699510,21,21,0,0,0,0,0,0,0,0,0
699550,0,21,0,0,11,0,0,0,0,0,0
699570,22,21,0,0,0,0,21,0,0,0,0
699590,21,0,0,0,0,10,0,0,0,0,0
699600,0,0,0,0,0,19,0,0,0,0,0
699670,44,26,0,0,16,0,43,0,0,0,0
699680,0,0,0,0,0,0,0,0,0,0,0
699700,0,25,0,0,0,17,0,0,0,0,0
699720,0,21,0,0,0,0,0,0,0,0,0
699740,0,0,0,0,0,0,0,14,0,0,0
699750,0,0,0,0,0,0,0,0,0,0,0
699760,0,0,0,0,0,0,0,0,0,0,0
699770,0,0,0,0,0,0,0,0,0,0,0
699780,0,65,0,0,0,37,0,0,0,0,0
699790,22,0,0,0,0,0,0,0,0,0,0
699820,21,0,0,0,0,0,0,0,0,0,0
699830,0,0,0,0,0,7,0,0,0,0,0
699850,0,0,0,0,0,0,0,0,0,0,0
699860,0,0,0,0,0,0,0,0,0,0,0
699870,0,0,0,0,0,0,0,0,0,0,0
699920,0,0,0,0,0,0,0,0,0,0,0
699930,0,0,0,0,0,0,20,0,0,0,0
699940,0,0,0,0,0,0,0,0,0,0,0
699970,0,0,0,0,0,0,0,0,0,0,0
699990,21,0,0,0,0,23,0,0,0,0,0
700010,0,0,0,0,0,0,0,0,0,0,0
700020,0,0,0,0,0,0,0,0,0,0,0
700030,62,53,0,0,0,0,74,0,79,0,78
700050,21,0,0,0,0,0,0,0,0,0,0
700140,22,0,0,0,0,0,0,0,0,21,0
700160,44,31,0,0,25,24,0,0,0,0,0
700170,0,0,0,0,0,0,0,0,0,0,0
700270,21,0,0,0,0,0,0,0,0,0,0
700330,240,83,189,0,0,0,0,0,0,0,157
700400,31,0,0,0,0,0,0,0,0,0,0
700440,33,31,0,0,0,0,30,0,0,0,0
700450,21,0,0,0,0,0,0,0,0,0,0
700460,22,18,0,0,0,0,0,0,0,0,0
700470,0,22,0,0,0,0,23,0,0,0,0
700480,24,0,0,0,0,0,0,0,0,0,0
700490,0,0,0,0,0,0,0,0,0,0,0
700510,0,22,0,0,0,0,22,0,0,0,0
700520,85,90,0,0,45,0,0,0,0,0,0
700540,20,21,0,0,0,0,0,0,0,0,0
700560,23,0,0,0,0,0,22,0,0,0,0
700570,0,0,0,10,0,0,0,0,0,0,0
700590,21,19,0,0,0,0,0,0,0,0,0
700610,21,0,0,0,11,0,0,0,0,0,0
700620,0,20,0,0,0,11,0,0,0,0,0
700650,21,21,0,0,0,0,0,0,0,22,0
700660,0,0,0,0,0,0,0,0,0,0,0
700730,21,21,0,0,0,0,20,0,0,0,0
700740,23,0,0,0,0,0,0,0,0,0,0
700750,0,0,0,0,0,0,0,0,0,0,0
700770,24,0,0,0,0,0,0,0,0,0,0
700780,34,23,0,0,0,0,0,0,0,0,14
700830,0,22,0,0,0,0,0,0,0,0,0
700880,0,22,0,0,0,0,20,0,0,0,0
700910,0,0,0,0,0,0,0,0,0,0,0
700920,0,0,0,0,0,5,0,0,0,0,0
700940,0,0,0,0,0,0,0,0,0,0,0
700990,22,0,0,0,0,0,0,0,0,0,0
701010,0,0,0,0,0,0,0,0,0,0,0
701020,0,0,0,0,0,0,0,0,0,0,0
701040,21,0,0,0,0,0,0,0,0,0,0
701080,22,0,0,0,0,0,0,0,0,0,0
701100,0,0,0,0,0,0,0,0,0,0,0
701160,0,48,0,0,0,0,0,0,0,0,0
701280,0,0,0,0,0,0,0,0,0,0,0
701290,0,0,0,0,0,0,0,0,0,0,0
701360,0,0,0,0,0,0,0,0,0,0,0
701370,21,0,0,0,0,0,0,0,0,0,0
701380,34,0,0,0,0,0,0,0,0,0,0
701420,0,23,0,0,0,0,0,0,0,0,0
701440,0,0,0,0,11,0,0,0,0,0,0
701460,0,0,0,0,0,0,0,0,0,21,0
701470,21,0,0,0,0,0,0,0,0,0,0
701540,23,19,0,0,0,0,18,0,0,0,0
701620,21,0,0,0,0,0,0,0,0,0,0
701680,0,21,0,0,0,0,0,0,0,0,0
701720,36,0,0,0,13,0,0,0,0,0,0
701730,0,42,0,0,0,0,0,0,0,0,0
701740,37,36,0,0,0,0,0,0,0,0,0
701760,23,0,0,0,0,0,0,0,0,0,0
701800,22,0,0,0,0,0,0,0,0,0,0
701810,22,0,0,0,0,0,0,0,0,0,0
701860,0,24,0,0,0,0,0,0,0,0,0
701870,23,0,0,0,0,0,0,11,0,0,0
701880,0,0,0,0,0,0,0,0,0,0,0
701890,22,0,0,0,0,0,0,0,0,0,0
701900,0,32,0,0,0,0,0,0,0,0,0
701910,0,0,0,0,0,5,0,0,0,0,0
701930,0,22,0,0,0,0,0,0,0,0,0
701940,21,0,0,0,0,0,0,0,0,0,0
701950,0,0,0,0,0,0,0,0,0,0,6
701960,0,21,0,0,0,0,0,0,0,0,0
701970,0,31,0,0,0,13,0,0,0,0,0
701990,0,21,0,0,0,0,0,0,0,0,0
702030,21,0,0,0,0,0,0,0,0,0,0
702080,0,0,0,0,0,0,0,0,0,0,0
702110,21,0,0,0,0,0,0,0,0,0,0
702120,24,0,0,0,0,0,0,0,0,0,0
702150,23,0,0,0,14,0,0,0,0,0,0
702160,23,21,0,0,0,0,21,0,0,0,0
702180,0,0,0,0,0,0,31,0,0,0,10
702190,0,12,0,0,0,0,32,0,0,0,0
702200,24,25,0,0,0,0,0,0,0,0,0
702210,0,23,0,0,0,0,24,0,0,0,0
702220,0,0,0,0,0,0,0,0,0,0,0
702270,21,0,0,0,12,0,0,0,0,0,0
702300,0,0,0,0,0,11,0,0,0,0,0
702310,0,0,0,0,0,11,0,0,0,0,0
702320,0,0,0,0,0,0,41,0,0,0,0
702360,0,0,0,0,0,0,0,0,0,0,0
702430,21,0,0,0,0,0,18,0,0,0,0
702510,0,0,0,0,0,0,0,0,0,0,0
702550,0,0,0,0,0,0,0,0,0,0,0
702600,0,74,0,0,0,0,0,0,0,0,0
702620,0,0,0,0,0,0,0,0,0,0,0
702670,0,40,0,0,0,28,0,0,0,0,0
702700,32,0,0,0,0,0,0,0,0,0,0
702790,0,0,0,0,0,0,21,0,0,0,0
702810,81,0,0,0,0,0,0,0,0,0,0
702820,0,0,0,0,0,0,21,0,0,0,0
702890,62,0,0,0,0,0,0,0,0,0,0
702900,0,0,0,0,0,0,0,0,0,0,0
702910,0,22,0,0,0,0,22,0,0,0,0
702930,0,0,0,0,0,0,0,0,0,0,0
702940,0,21,0,0,0,0,0,0,0,0,0
703000,0,0,0,0,0,0,30,0,0,0,0
703030,0,0,0,0,0,0,0,0,0,0,0
703040,0,20,0,0,5,0,0,0,0,0,0
703050,0,0,0,0,0,12,0,0,0,0,0
703060,0,0,0,0,12,0,11,0,0,0,0
703070,38,0,0,0,0,0,0,0,0,0,0
703090,0,0,0,0,0,0,0,0,0,0,0
703100,0,0,0,0,0,0,0,0,0,0,0
703120,23,0,0,0,0,0,0,0,0,0,0
703140,21,0,0,0,0,0,0,0,0,0,0
703180,42,19,0,0,0,0,0,0,0,0,0
703200,21,0,0,0,0,0,0,0,0,0,0
703210,0,0,0,0,0,0,0,0,0,0,0
703250,20,0,0,0,0,0,0,0,0,0,0
703260,22,0,0,0,0,0,0,0,0,0,0
703270,0,0,0,0,0,0,0,0,0,0,0
703280,32,0,0,0,0,0,39,0,0,0,0
703300,0,0,0,0,0,0,0,0,0,0,0
703310,22,0,5,0,0,0,0,0,0,0,0
703320,26,0,7,0,0,0,0,0,0,0,0
703360,28,0,0,0,0,0,0,0,0,0,0
703400,23,0,0,0,0,0,22,0,0,0,0
703430,0,0,0,0,0,0,0,0,0,0,0
703480,0,0,0,0,0,0,0,0,0,0,0
703490,0,0,0,0,0,0,0,0,0,0,0
703500,21,0,0,0,0,12,0,0,0,0,0
703510,38,0,0,0,0,0,0,0,22,0,0
703530,22,0,0,0,0,0,0,0,0,0,0
703540,0,0,0,0,0,11,0,0,0,0,0
703600,0,0,0,0,193,182,0,0,0,0,0
703620,47,0,0,0,27,0,0,0,0,0,0
703630,22,20,0,0,0,0,0,0,0,0,0
703700,0,63,0,0,0,36,0,0,0,0,0
703720,24,0,0,0,16,0,0,0,0,0,0
703730,13,35,0,0,0,0,0,0,0,0,0
703750,0,0,0,0,0,0,0,0,0,0,0
703760,24,0,0,0,0,0,0,0,0,0,0
703800,0,0,0,0,0,0,0,0,0,0,0
703820,21,0,0,0,0,0,0,0,0,0,0
703840,47,46,0,0,17,0,0,0,0,0,0
703870,0,0,0,0,0,0,0,0,0,0,0
703880,34,0,0,0,0,0,0,14,0,0,0
703920,0,0,0,0,0,0,0,0,0,0,0
703940,32,0,0,0,0,0,0,0,0,25,0
703950,52,51,0,0,0,0,0,0,0,61,0
703980,0,50,0,0,0,0,48,0,0,0,0
704010,0,20,0,0,0,0,21,0,0,0,0
704020,0,0,0,0,0,0,0,0,0,0,0
704030,0,0,0,0,0,0,0,0,0,0,0
704040,0,0,0,0,0,0,0,0,0,0,0
704070,21,0,0,0,0,0,0,0,0,0,0
704140,21,0,0,0,0,0,0,5,0,0,0
704190,37,36,0,0,40,35,0,0,0,0,0
704200,0,64,0,0,0,0,64,0,0,0,0
704210,45,46,0,0,0,0,39,0,0,0,0
704230,0,0,0,0,0,0,0,0,0,25,0
704270,58,73,70,0,0,0,0,0,0,0,75
704300,0,0,0,0,0,0,0,0,0,0,0
704310,21,0,0,0,0,0,0,0,0,0,0
704350,21,0,0,0,0,0,0,0,0,0,0
704360,46,45,24,0,0,0,0,0,0,0,0
704370,0,21,0,0,0,0,0,0,0,0,0
704430,21,0,0,0,0,0,0,0,0,0,0
704440,0,0,0,0,0,0,0,0,0,0,0
704450,0,9,0,0,0,0,71,0,0,0,0
704460,0,0,0,0,0,0,0,0,0,0,0
704470,0,0,0,0,0,10,0,0,0,0,0
704480,0,0,0,0,0,0,0,0,0,0,0
704490,0,0,0,0,0,0,0,0,0,0,0
704500,0,0,0,0,0,0,22,0,0,0,0
704510,0,0,0,0,0,0,0,0,0,0,11
704520,0,0,0,0,0,0,0,0,0,0,0
704640,0,0,0,0,0,0,19,0,0,0,0
